VisitID	AnimalTag	Start	End	ModuleName	Cage	Corner	CornerCondition	PlaceError	AntennaNumber	AntennaDuration	PresenceNumber	PresenceDuration	VisitSolution	LickNumber	LickContactTime	LickDuration
0	910200000002000	2026-01-22 08:03:18.804	2026-01-22 08:03:25.447	Place Learning Test (Phase 3)	1	1	1	0	1	6.643106	1	6.243106	0	0	0.0	0.0
1	910200000002000	2026-01-22 08:03:25.395	2026-01-22 08:03:26.418	Place Learning Test (Phase 3)	1	1	1	0	1	1.022794	1	0.622794	0	0	0.0	0.0
2	910200000002000	2026-01-22 08:09:38.848	2026-01-22 08:09:42.703	Place Learning Test (Phase 3)	1	3	-1	1	1	3.854294	1	3.454294	0	0	0.0	0.0
3	910200000002000	2026-01-22 08:15:46.161	2026-01-22 08:15:51.581	Place Learning Test (Phase 3)	1	2	-1	1	1	5.419736	1	5.019736	0	0	0.0	0.0
4	910200000002000	2026-01-22 08:22:10.552	2026-01-22 08:22:18.395	Place Learning Test (Phase 3)	1	3	-1	1	1	7.843676	1	7.443676	0	0	0.0	0.0
5	910200000002000	2026-01-22 08:24:40.258	2026-01-22 08:24:48.472	Place Learning Test (Phase 3)	1	3	-1	1	1	8.213419	1	7.813419	0	0	0.0	0.0
6	910200000002000	2026-01-22 08:25:51.433	2026-01-22 08:25:52.682	Place Learning Test (Phase 3)	1	2	-1	1	1	1.248234	1	0.848234	0	0	0.0	0.0
7	910200000002000	2026-01-22 08:31:08.397	2026-01-22 08:31:11.581	Place Learning Test (Phase 3)	1	4	-1	1	1	3.183557	1	2.783557	0	0	0.0	0.0
8	910200000002000	2026-01-22 08:37:08.512	2026-01-22 08:37:10.637	Place Learning Test (Phase 3)	1	2	-1	1	1	2.125474	1	1.725474	0	0	0.0	0.0
9	910200000002000	2026-01-22 08:47:05.576	2026-01-22 08:47:08.085	Place Learning Test (Phase 3)	1	2	-1	1	1	2.508153	1	2.108153	0	0	0.0	0.0
10	910200000002000	2026-01-22 08:51:22.808	2026-01-22 08:51:29.932	Place Learning Test (Phase 3)	1	4	-1	1	1	7.124069	1	6.724069	0	0	0.0	0.0
11	910200000002000	2026-01-22 08:51:28.557	2026-01-22 08:51:33.395	Place Learning Test (Phase 3)	1	2	-1	1	1	4.838267	1	4.438267	0	0	0.0	0.0
12	910200000002000	2026-01-22 08:53:05.810	2026-01-22 08:53:08.047	Place Learning Test (Phase 3)	1	1	1	0	1	2.237219	1	1.837219	0	0	0.0	0.0
13	910200000002000	2026-01-22 08:57:48.995	2026-01-22 08:57:53.441	Place Learning Test (Phase 3)	1	3	-1	1	1	4.446293	1	4.046293	0	0	0.0	0.0
14	910200000002000	2026-01-22 08:57:50.116	2026-01-22 08:57:51.523	Place Learning Test (Phase 3)	1	4	-1	1	1	1.407826	1	1.007826	0	0	0.0	0.0
15	910200000002000	2026-01-22 09:02:49.173	2026-01-22 09:02:52.874	Place Learning Test (Phase 3)	1	1	1	0	1	3.7002	1	3.3002	0	13	0.234	2.333473
16	910200000002000	2026-01-22 09:19:00.568	2026-01-22 09:19:04.896	Place Learning Test (Phase 3)	1	1	1	0	1	4.328631	1	3.928631	0	0	0.0	0.0
17	910200000002000	2026-01-22 09:37:25.668	2026-01-22 09:37:28.036	Place Learning Test (Phase 3)	1	2	-1	1	1	2.368337	1	1.968337	0	0	0.0	0.0
18	910200000002000	2026-01-22 09:38:25.973	2026-01-22 09:38:36.535	Place Learning Test (Phase 3)	1	2	-1	1	1	10.562354	1	10.162354	0	0	0.0	0.0
19	910200000002000	2026-01-22 09:47:40.243	2026-01-22 09:47:43.404	Place Learning Test (Phase 3)	1	1	1	0	1	3.160913	1	2.760913	0	11	0.198	2.196284
20	910200000002000	2026-01-22 09:48:14.737	2026-01-22 09:48:16.924	Place Learning Test (Phase 3)	1	4	-1	1	1	2.186945	1	1.786945	0	0	0.0	0.0
21	910200000002000	2026-01-22 09:51:12.098	2026-01-22 09:51:16.644	Place Learning Test (Phase 3)	1	2	-1	1	1	4.546245	1	4.146245	0	0	0.0	0.0
22	910200000002000	2026-01-22 09:53:57.790	2026-01-22 09:54:00.070	Place Learning Test (Phase 3)	1	3	-1	1	1	2.280342	1	1.880342	0	0	0.0	0.0
23	910200000002000	2026-01-22 09:55:35.299	2026-01-22 09:55:50.578	Place Learning Test (Phase 3)	1	3	-1	1	1	15.278754	1	14.878754	0	0	0.0	0.0
24	910200000002000	2026-01-22 09:58:05.103	2026-01-22 09:58:09.127	Place Learning Test (Phase 3)	1	4	-1	1	1	4.024134	1	3.624134	0	0	0.0	0.0
25	910200000002000	2026-01-22 09:59:50.373	2026-01-22 09:59:58.333	Place Learning Test (Phase 3)	1	4	-1	1	1	7.959931	1	7.559931	0	0	0.0	0.0
