VisitID	AnimalTag	Start	End	ModuleName	Cage	Corner	CornerCondition	PlaceError	AntennaNumber	AntennaDuration	PresenceNumber	PresenceDuration	VisitSolution	LickNumber	LickContactTime	LickDuration
0	910200000001000	2026-01-13 08:04:42.962	2026-01-13 08:04:49.390	Place Reversal Test (Phase 4)	1	3	1	0	1	6.428306	1	6.028306	0	18	0.324	3.431644
1	910200000001000	2026-01-13 08:05:22.587	2026-01-13 08:05:23.287	Place Reversal Test (Phase 4)	1	2	-1	1	1	0.7	1	0.3	0	0	0.0	0.0
2	910200000001000	2026-01-13 08:05:59.983	2026-01-13 08:06:01.441	Place Reversal Test (Phase 4)	1	3	1	0	1	1.458294	1	1.058294	0	16	0.288	2.695645
3	910200000001000	2026-01-13 08:09:29.357	2026-01-13 08:09:34.311	Place Reversal Test (Phase 4)	1	4	-1	1	1	4.953577	1	4.553577	0	0	0.0	0.0
4	910200000001000	2026-01-13 08:15:31.831	2026-01-13 08:15:32.727	Place Reversal Test (Phase 4)	1	1	-1	1	1	0.896402	1	0.496402	0	0	0.0	0.0
5	910200000001000	2026-01-13 08:19:58.264	2026-01-13 08:19:59.421	Place Reversal Test (Phase 4)	1	3	1	0	1	1.156439	1	0.756439	0	22	0.396	4.489171
6	910200000001000	2026-01-13 08:20:48.001	2026-01-13 08:20:53.121	Place Reversal Test (Phase 4)	1	1	-1	1	1	5.120289	1	4.720289	0	1	0.018	0.142442
7	910200000001000	2026-01-13 08:28:22.824	2026-01-13 08:28:30.550	Place Reversal Test (Phase 4)	1	2	-1	1	1	7.726599	1	7.326599	0	0	0.0	0.0
8	910200000001000	2026-01-13 08:29:14.958	2026-01-13 08:29:16.827	Place Reversal Test (Phase 4)	1	3	1	0	1	1.868687	1	1.468687	0	17	0.306	3.089036
9	910200000001000	2026-01-13 08:33:36.819	2026-01-13 08:33:38.278	Place Reversal Test (Phase 4)	1	1	-1	1	1	1.45955	1	1.05955	0	0	0.0	0.0
10	910200000001000	2026-01-13 08:37:01.467	2026-01-13 08:37:06.400	Place Reversal Test (Phase 4)	1	4	-1	1	1	4.933019	1	4.533019	0	0	0.0	0.0
11	910200000001000	2026-01-13 08:37:45.160	2026-01-13 08:37:50.219	Place Reversal Test (Phase 4)	1	3	1	0	1	5.059198	1	4.659198	0	9	0.162	1.608382
12	910200000001000	2026-01-13 08:38:05.385	2026-01-13 08:38:09.802	Place Reversal Test (Phase 4)	1	1	-1	1	1	4.417275	1	4.017275	0	0	0.0	0.0
13	910200000001000	2026-01-13 08:40:08.594	2026-01-13 08:40:20.985	Place Reversal Test (Phase 4)	1	3	1	0	1	12.391232	1	11.991232	0	7	0.126	1.336445
14	910200000001000	2026-01-13 08:43:25.924	2026-01-13 08:43:29.228	Place Reversal Test (Phase 4)	1	3	1	0	1	3.304864	1	2.904864	0	18	0.324	2.562608
15	910200000001000	2026-01-13 08:43:53.209	2026-01-13 08:43:56.814	Place Reversal Test (Phase 4)	1	4	-1	1	1	3.605299	1	3.205299	0	0	0.0	0.0
16	910200000001000	2026-01-13 08:45:28.244	2026-01-13 08:45:29.256	Place Reversal Test (Phase 4)	1	1	-1	1	1	1.011773	1	0.611773	0	0	0.0	0.0
17	910200000001000	2026-01-13 08:46:40.959	2026-01-13 08:46:43.040	Place Reversal Test (Phase 4)	1	4	-1	1	1	2.081551	1	1.681551	0	0	0.0	0.0
18	910200000001000	2026-01-13 08:47:58.221	2026-01-13 08:48:04.568	Place Reversal Test (Phase 4)	1	3	1	0	1	6.347339	1	5.947339	0	17	0.306	3.579567
19	910200000001000	2026-01-13 08:50:07.409	2026-01-13 08:50:12.818	Place Reversal Test (Phase 4)	1	3	1	0	1	5.408825	1	5.008825	0	15	0.27	2.987529
20	910200000001000	2026-01-13 08:50:16.575	2026-01-13 08:50:19.646	Place Reversal Test (Phase 4)	1	2	-1	1	1	3.070975	1	2.670975	0	0	0.0	0.0
21	910200000001000	2026-01-13 08:54:14.653	2026-01-13 08:54:18.698	Place Reversal Test (Phase 4)	1	2	-1	1	1	4.045	1	3.645	0	0	0.0	0.0
22	910200000001000	2026-01-13 08:55:10.652	2026-01-13 08:55:12.518	Place Reversal Test (Phase 4)	1	3	1	0	1	1.865514	1	1.465514	0	0	0.0	0.0
23	910200000001000	2026-01-13 08:56:23.552	2026-01-13 08:56:34.055	Place Reversal Test (Phase 4)	1	2	-1	1	1	10.503215	1	10.103215	0	0	0.0	0.0
24	910200000001000	2026-01-13 09:00:27.373	2026-01-13 09:00:30.690	Place Reversal Test (Phase 4)	1	3	1	0	1	3.316553	1	2.916553	0	13	0.234	2.082261
