VisitID	AnimalTag	Start	End	ModuleName	Cage	Corner	CornerCondition	PlaceError	AntennaNumber	AntennaDuration	PresenceNumber	PresenceDuration	VisitSolution	LickNumber	LickContactTime	LickDuration
0	910200000002000	2026-01-13 08:04:36.807	2026-01-13 08:04:37.712	Place Reversal Test (Phase 4)	1	1	-1	1	1	0.904756	1	0.504756	0	0	0.0	0.0
1	910200000002000	2026-01-13 08:31:27.544	2026-01-13 08:31:31.791	Place Reversal Test (Phase 4)	1	1	-1	1	1	4.247295	1	3.847295	0	0	0.0	0.0
2	910200000002000	2026-01-13 09:21:12.328	2026-01-13 09:21:13.295	Place Reversal Test (Phase 4)	1	1	-1	1	1	0.967304	1	0.567304	0	0	0.0	0.0
3	910200000002000	2026-01-13 09:23:36.466	2026-01-13 09:23:38.409	Place Reversal Test (Phase 4)	1	1	-1	1	1	1.942287	1	1.542287	0	0	0.0	0.0
4	910200000002000	2026-01-13 09:45:21.603	2026-01-13 09:45:22.303	Place Reversal Test (Phase 4)	1	1	-1	1	1	0.7	1	0.3	0	0	0.0	0.0
5	910200000002000	2026-01-13 10:44:21.759	2026-01-13 10:44:24.327	Place Reversal Test (Phase 4)	1	1	-1	1	1	2.56784	1	2.16784	0	0	0.0	0.0
6	910200000002000	2026-01-13 12:09:47.630	2026-01-13 12:09:51.211	Place Reversal Test (Phase 4)	1	1	-1	1	1	3.580269	1	3.180269	0	0	0.0	0.0
7	910200000002000	2026-01-13 13:29:05.511	2026-01-13 13:29:17.413	Place Reversal Test (Phase 4)	1	1	-1	1	1	11.902317	1	11.502317	0	0	0.0	0.0
8	910200000002000	2026-01-13 14:06:06.544	2026-01-13 14:06:08.973	Place Reversal Test (Phase 4)	1	1	-1	1	1	2.429984	1	2.029984	0	0	0.0	0.0
9	910200000002000	2026-01-13 16:07:42.419	2026-01-13 16:07:45.919	Place Reversal Test (Phase 4)	1	3	1	0	1	3.500248	1	3.100248	0	0	0.0	0.0
10	910200000002000	2026-01-13 16:39:32.543	2026-01-13 16:39:36.281	Place Reversal Test (Phase 4)	1	3	1	0	1	3.737849	1	3.337849	0	16	0.288	2.797158
11	910200000002000	2026-01-13 16:59:33.731	2026-01-13 16:59:37.759	Place Reversal Test (Phase 4)	1	2	-1	1	1	4.028428	1	3.628428	0	4	0.072	0.66757
12	910200000002000	2026-01-13 17:31:30.947	2026-01-13 17:31:37.900	Place Reversal Test (Phase 4)	1	1	-1	1	1	6.953527	1	6.553527	0	0	0.0	0.0
13	910200000002000	2026-01-13 17:50:46.380	2026-01-13 17:50:48.799	Place Reversal Test (Phase 4)	1	1	-1	1	1	2.419789	1	2.019789	0	0	0.0	0.0
14	910200000002000	2026-01-13 19:44:42.381	2026-01-13 19:44:48.523	Place Reversal Test (Phase 4)	1	1	-1	1	1	6.141638	1	5.741638	0	0	0.0	0.0
15	910200000002000	2026-01-14 03:40:20.953	2026-01-14 03:40:27.510	Place Reversal Test (Phase 4)	1	1	-1	1	1	6.556971	1	6.156971	0	0	0.0	0.0
16	910200000002000	2026-01-14 04:48:13.606	2026-01-14 04:48:16.910	Place Reversal Test (Phase 4)	1	1	-1	1	1	3.304162	1	2.904162	0	0	0.0	0.0
17	910200000002000	2026-01-14 06:42:15.190	2026-01-14 06:42:16.571	Place Reversal Test (Phase 4)	1	2	-1	1	1	1.381248	1	0.981248	0	0	0.0	0.0
18	910200000002000	2026-01-14 07:01:05.573	2026-01-14 07:01:12.715	Place Reversal Test (Phase 4)	1	1	-1	1	1	7.142374	1	6.742374	0	0	0.0	0.0
19	910200000002000	2026-01-14 07:40:41.489	2026-01-14 07:40:44.878	Place Reversal Test (Phase 4)	1	1	-1	1	1	3.388643	1	2.988643	0	0	0.0	0.0
20	910200000002000	2026-01-14 11:42:25.721	2026-01-14 11:42:26.421	Place Reversal Test (Phase 4)	1	1	-1	1	1	0.7	1	0.3	0	0	0.0	0.0
21	910200000002000	2026-01-14 15:01:32.120	2026-01-14 15:01:36.022	Place Reversal Test (Phase 4)	1	3	1	0	1	3.90245	1	3.50245	0	0	0.0	0.0
22	910200000002000	2026-01-14 15:29:02.703	2026-01-14 15:29:09.756	Place Reversal Test (Phase 4)	1	1	-1	1	1	7.05356	1	6.65356	0	0	0.0	0.0
23	910200000002000	2026-01-14 15:43:24.468	2026-01-14 15:43:28.636	Place Reversal Test (Phase 4)	1	3	1	0	1	4.167874	1	3.767874	0	0	0.0	0.0
24	910200000002000	2026-01-14 16:03:07.492	2026-01-14 16:03:09.433	Place Reversal Test (Phase 4)	1	1	-1	1	1	1.941845	1	1.541845	0	0	0.0	0.0
25	910200000002000	2026-01-14 17:36:42.210	2026-01-14 17:36:43.733	Place Reversal Test (Phase 4)	1	3	1	0	1	1.522567	1	1.122567	0	13	0.234	2.405743
26	910200000002000	2026-01-14 22:19:00.577	2026-01-14 22:19:01.871	Place Reversal Test (Phase 4)	1	1	-1	1	1	1.293917	1	0.893917	0	0	0.0	0.0
27	910200000002000	2026-01-15 03:38:51.940	2026-01-15 03:38:54.702	Place Reversal Test (Phase 4)	1	3	1	0	1	2.76106	1	2.36106	0	7	0.126	1.2832
28	910200000002000	2026-01-15 07:37:30.547	2026-01-15 07:37:31.883	Place Reversal Test (Phase 4)	1	2	-1	1	1	1.336285	1	0.936285	0	0	0.0	0.0
29	910200000002000	2026-01-15 07:54:03.513	2026-01-15 07:54:05.315	Place Reversal Test (Phase 4)	1	2	-1	1	1	1.802456	1	1.402456	0	0	0.0	0.0
30	910200000002000	2026-01-15 09:02:28.269	2026-01-15 09:02:34.175	Place Reversal Test (Phase 4)	1	1	-1	1	1	5.905638	1	5.505638	0	0	0.0	0.0
31	910200000002000	2026-01-15 12:05:11.524	2026-01-15 12:05:14.914	Place Reversal Test (Phase 4)	1	3	1	0	1	3.390003	1	2.990003	0	0	0.0	0.0
32	910200000002000	2026-01-15 18:49:56.385	2026-01-15 18:50:08.153	Place Reversal Test (Phase 4)	1	1	-1	1	1	11.768385	1	11.368385	0	0	0.0	0.0
33	910200000002000	2026-01-16 05:01:32.442	2026-01-16 05:01:35.958	Place Reversal Test (Phase 4)	1	1	-1	1	1	3.516418	1	3.116418	0	0	0.0	0.0
34	910200000002000	2026-01-16 05:05:16.170	2026-01-16 05:05:21.544	Place Reversal Test (Phase 4)	1	1	-1	1	1	5.374041	1	4.974041	0	0	0.0	0.0
35	910200000002000	2026-01-16 06:38:24.469	2026-01-16 06:38:31.109	Place Reversal Test (Phase 4)	1	2	-1	1	1	6.640062	1	6.240062	0	0	0.0	0.0
36	910200000002000	2026-01-16 06:52:42.466	2026-01-16 06:52:46.788	Place Reversal Test (Phase 4)	1	1	-1	1	1	4.321675	1	3.921675	0	0	0.0	0.0
37	910200000002001	2026-01-13 09:42:08.839	2026-01-13 09:42:10.732	Place Reversal Test (Phase 4)	1	3	-1	1	1	1.892645	1	1.492645	0	0	0.0	0.0
38	910200000002001	2026-01-13 11:20:10.908	2026-01-13 11:20:13.202	Place Reversal Test (Phase 4)	1	2	-1	1	1	2.293526	1	1.893526	0	0	0.0	0.0
39	910200000002001	2026-01-13 13:53:03.933	2026-01-13 13:53:09.119	Place Reversal Test (Phase 4)	1	1	-1	1	1	5.185729	1	4.785729	0	0	0.0	0.0
40	910200000002001	2026-01-13 14:04:21.382	2026-01-13 14:04:25.765	Place Reversal Test (Phase 4)	1	2	-1	1	1	4.383788	1	3.983788	0	0	0.0	0.0
41	910200000002001	2026-01-13 16:37:14.348	2026-01-13 16:37:28.938	Place Reversal Test (Phase 4)	1	2	-1	1	1	14.59015	1	14.19015	0	0	0.0	0.0
42	910200000002001	2026-01-13 17:10:21.696	2026-01-13 17:10:32.120	Place Reversal Test (Phase 4)	1	4	1	0	1	10.424085	1	10.024085	0	9	0.162	1.520452
43	910200000002001	2026-01-13 17:19:15.416	2026-01-13 17:19:20.325	Place Reversal Test (Phase 4)	1	2	-1	1	1	4.909466	1	4.509466	0	0	0.0	0.0
44	910200000002001	2026-01-13 22:53:21.185	2026-01-13 22:53:21.885	Place Reversal Test (Phase 4)	1	2	-1	1	1	0.7	1	0.3	0	0	0.0	0.0
45	910200000002001	2026-01-14 00:17:02.127	2026-01-14 00:17:07.384	Place Reversal Test (Phase 4)	1	4	1	0	1	5.256881	1	4.856881	0	9	0.162	1.653446
46	910200000002001	2026-01-14 07:06:34.061	2026-01-14 07:06:41.894	Place Reversal Test (Phase 4)	1	4	1	0	1	7.833546	1	7.433546	0	6	0.108	1.217886
47	910200000002001	2026-01-14 07:14:15.042	2026-01-14 07:14:20.221	Place Reversal Test (Phase 4)	1	2	-1	1	1	5.179642	1	4.779642	0	0	0.0	0.0
48	910200000002001	2026-01-14 07:51:09.790	2026-01-14 07:51:17.373	Place Reversal Test (Phase 4)	1	2	-1	1	1	7.582101	1	7.182101	0	0	0.0	0.0
49	910200000002001	2026-01-14 08:24:59.082	2026-01-14 08:25:01.581	Place Reversal Test (Phase 4)	1	2	-1	1	1	2.498956	1	2.098956	0	0	0.0	0.0
50	910200000002001	2026-01-14 10:03:30.891	2026-01-14 10:03:38.609	Place Reversal Test (Phase 4)	1	4	1	0	1	7.71817	1	7.31817	0	3	0.054	0.629557
51	910200000002001	2026-01-14 11:37:25.142	2026-01-14 11:37:27.906	Place Reversal Test (Phase 4)	1	4	1	0	1	2.763291	1	2.363291	0	8	0.144	1.415742
52	910200000002001	2026-01-14 13:44:07.308	2026-01-14 13:44:11.891	Place Reversal Test (Phase 4)	1	4	1	0	1	4.583622	1	4.183622	0	0	0.0	0.0
53	910200000002001	2026-01-15 01:01:48.604	2026-01-15 01:01:52.692	Place Reversal Test (Phase 4)	1	2	-1	1	1	4.087677	1	3.687677	0	0	0.0	0.0
54	910200000002001	2026-01-15 02:01:31.171	2026-01-15 02:01:32.261	Place Reversal Test (Phase 4)	1	1	-1	1	1	1.089629	1	0.689629	0	0	0.0	0.0
55	910200000002001	2026-01-15 06:35:41.005	2026-01-15 06:35:45.625	Place Reversal Test (Phase 4)	1	4	1	0	1	4.619302	1	4.219302	0	7	0.126	1.257927
56	910200000002001	2026-01-15 06:44:42.022	2026-01-15 06:44:45.553	Place Reversal Test (Phase 4)	1	2	-1	1	1	3.530896	1	3.130896	0	0	0.0	0.0
57	910200000002001	2026-01-15 07:43:34.096	2026-01-15 07:43:38.877	Place Reversal Test (Phase 4)	1	2	-1	1	1	4.781321	1	4.381321	0	0	0.0	0.0
