VisitID	Start	End	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickContactTime	LickDuration	AirState	DoorState	LED1State	LED2State	LED3State	LickStartTime
2	2026-01-13 10:34:09.661	2026-01-13 10:34:12.902	1	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
6	2026-01-13 13:27:04.655	2026-01-13 13:27:05.291	5	1	0	0	0	15	0.27	3.072537	0	0	0	0	0	2026-01-13 13:27:04.655
7	2026-01-13 13:57:04.772	2026-01-13 13:57:06.595	1	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
8	2026-01-13 14:08:23.055	2026-01-13 14:08:25.413	1	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
10	2026-01-13 14:50:14.082	2026-01-13 14:50:16.137	5	1	0	0	0	14	0.252	2.02062	0	0	0	0	0	2026-01-13 14:50:14.082
11	2026-01-13 15:23:07.474	2026-01-13 15:23:07.893	3	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
13	2026-01-13 18:51:36.971	2026-01-13 18:51:39.274	5	1	0	0	0	15	0.27	2.116298	0	0	0	0	0	2026-01-13 18:51:36.971
14	2026-01-14 06:31:02.564	2026-01-14 06:31:05.083	5	1	0	0	0	9	0.162	1.423053	0	0	0	0	0	2026-01-14 06:31:02.564
15	2026-01-14 06:33:39.758	2026-01-14 06:33:40.839	5	1	0	0	0	17	0.306	3.273695	0	0	0	0	0	2026-01-14 06:33:39.758
16	2026-01-14 06:35:04.911	2026-01-14 06:35:05.996	5	1	0	0	0	12	0.216	1.804104	0	0	0	0	0	2026-01-14 06:35:04.911
17	2026-01-14 06:37:19.760	2026-01-14 06:37:20.914	5	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
18	2026-01-14 09:20:13.835	2026-01-14 09:20:14.971	1	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
19	2026-01-14 10:26:17.967	2026-01-14 10:26:19.644	1	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
21	2026-01-14 12:29:57.996	2026-01-14 12:29:59.066	5	1	0	0	0	20	0.36	2.841186	0	0	0	0	0	2026-01-14 12:29:57.996
22	2026-01-14 12:31:26.163	2026-01-14 12:31:26.863	5	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
23	2026-01-14 14:31:39.428	2026-01-14 14:31:40.228	5	1	0	0	0	15	0.27	3.256861	0	0	0	0	0	2026-01-14 14:31:39.428
24	2026-01-14 17:33:44.768	2026-01-14 17:33:45.924	5	1	0	0	0	13	0.234	1.907886	0	0	0	0	0	2026-01-14 17:33:44.768
27	2026-01-15 12:17:04.661	2026-01-15 12:17:04.861	5	1	0	0	0	8	0.144	1.631413	0	0	0	0	0	2026-01-15 12:17:04.661
28	2026-01-15 14:50:42.612	2026-01-15 14:50:44.583	5	1	0	0	0	15	0.27	3.202565	0	0	0	0	0	2026-01-15 14:50:42.612
29	2026-01-15 15:28:42.029	2026-01-15 15:28:43.716	5	1	0	0	0	9	0.162	1.931025	0	0	0	0	0	2026-01-15 15:28:42.029
31	2026-01-15 16:13:21.911	2026-01-15 16:13:23.416	5	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
33	2026-01-15 17:10:39.086	2026-01-15 17:10:40.803	1	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
34	2026-01-16 04:10:58.319	2026-01-16 04:10:59.556	5	1	0	0	0	16	0.288	2.709434	0	0	0	0	0	2026-01-16 04:10:58.319
35	2026-01-16 06:28:21.643	2026-01-16 06:28:22.425	5	1	0	0	0	19	0.342	3.989682	0	0	0	0	0	2026-01-16 06:28:21.643
36	2026-01-16 06:50:35.240	2026-01-16 06:50:38.462	5	1	0	0	0	15	0.27	2.861172	0	0	0	0	0	2026-01-16 06:50:35.240
40	2026-01-13 11:08:07.185	2026-01-13 11:08:09.150	7	1	0	0	0	11	0.198	1.744245	0	0	0	0	0	2026-01-13 11:08:07.185
41	2026-01-13 11:47:11.290	2026-01-13 11:47:11.656	7	1	0	0	0	18	0.324	3.571308	0	0	0	0	0	2026-01-13 11:47:11.290
42	2026-01-13 15:40:02.937	2026-01-13 15:40:03.661	7	1	0	0	0	11	0.198	2.086084	0	0	0	0	0	2026-01-13 15:40:02.937
44	2026-01-13 16:38:40.886	2026-01-13 16:38:41.359	7	1	0	0	0	14	0.252	2.051417	0	0	0	0	0	2026-01-13 16:38:40.886
45	2026-01-13 21:19:46.481	2026-01-13 21:19:47.246	7	1	0	0	0	9	0.162	1.963069	0	0	0	0	0	2026-01-13 21:19:46.481
48	2026-01-14 06:01:20.297	2026-01-14 06:01:21.695	7	1	0	0	0	21	0.378	4.398849	0	0	0	0	0	2026-01-14 06:01:20.297
49	2026-01-14 10:48:25.392	2026-01-14 10:48:25.767	7	1	0	0	0	18	0.324	2.656677	0	0	0	0	0	2026-01-14 10:48:25.392
