VisitID	AnimalTag	Start	End	ModuleName	Cage	Corner	CornerCondition	PlaceError	AntennaNumber	AntennaDuration	PresenceNumber	PresenceDuration	VisitSolution	LickNumber	LickContactTime	LickDuration
0	910200000002000	2026-01-25 08:06:46.760	2026-01-25 08:06:49.013	Place Reversal Test (Phase 4)	1	2	-1	1	1	2.253014	1	1.853014	0	0	0.0	0.0
1	910200000002000	2026-01-25 08:11:09.643	2026-01-25 08:11:11.902	Place Reversal Test (Phase 4)	1	4	-1	1	1	2.258542	1	1.858542	0	0	0.0	0.0
2	910200000002000	2026-01-25 08:13:30.145	2026-01-25 08:13:30.944	Place Reversal Test (Phase 4)	1	1	-1	1	1	0.798433	1	0.398433	0	0	0.0	0.0
3	910200000002000	2026-01-25 08:18:51.680	2026-01-25 08:19:01.143	Place Reversal Test (Phase 4)	1	1	-1	1	1	9.463117	1	9.063117	0	0	0.0	0.0
4	910200000002000	2026-01-25 08:23:28.701	2026-01-25 08:23:30.687	Place Reversal Test (Phase 4)	1	1	-1	1	1	1.985831	1	1.585831	0	0	0.0	0.0
5	910200000002000	2026-01-25 08:39:51.601	2026-01-25 08:39:52.301	Place Reversal Test (Phase 4)	1	1	-1	1	1	0.7	1	0.3	0	0	0.0	0.0
6	910200000002000	2026-01-25 08:53:48.495	2026-01-25 08:53:52.699	Place Reversal Test (Phase 4)	1	1	-1	1	1	4.203804	1	3.803804	0	0	0.0	0.0
7	910200000002000	2026-01-25 09:03:41.619	2026-01-25 09:03:48.717	Place Reversal Test (Phase 4)	1	4	-1	1	1	7.097076	1	6.697076	0	0	0.0	0.0
8	910200000002000	2026-01-25 09:07:27.724	2026-01-25 09:07:33.399	Place Reversal Test (Phase 4)	1	3	1	0	1	5.674678	1	5.274678	0	9	0.162	1.3969
9	910200000002000	2026-01-25 09:09:41.045	2026-01-25 09:09:50.675	Place Reversal Test (Phase 4)	1	1	-1	1	1	9.629918	1	9.229918	0	0	0.0	0.0
10	910200000002000	2026-01-25 09:26:19.718	2026-01-25 09:26:25.718	Place Reversal Test (Phase 4)	1	1	-1	1	1	5.999975	1	5.599975	0	0	0.0	0.0
11	910200000002000	2026-01-25 09:26:50.866	2026-01-25 09:26:56.419	Place Reversal Test (Phase 4)	1	2	-1	1	1	5.552798	1	5.152798	0	0	0.0	0.0
12	910200000002000	2026-01-25 09:29:08.438	2026-01-25 09:29:10.491	Place Reversal Test (Phase 4)	1	3	1	0	1	2.052965	1	1.652965	0	0	0.0	0.0
13	910200000002000	2026-01-25 09:37:09.801	2026-01-25 09:37:11.166	Place Reversal Test (Phase 4)	1	1	-1	1	1	1.364984	1	0.964984	0	0	0.0	0.0
14	910200000002000	2026-01-25 09:38:02.642	2026-01-25 09:38:04.365	Place Reversal Test (Phase 4)	1	3	1	0	1	1.722924	1	1.322924	0	15	0.27	2.822756
15	910200000002000	2026-01-25 09:54:56.364	2026-01-25 09:55:03.390	Place Reversal Test (Phase 4)	1	3	1	0	1	7.026153	1	6.626153	0	16	0.288	3.121449
16	910200000002000	2026-01-25 09:55:40.645	2026-01-25 09:55:43.073	Place Reversal Test (Phase 4)	1	1	-1	1	1	2.428131	1	2.028131	0	0	0.0	0.0
17	910200000002000	2026-01-25 09:56:07.774	2026-01-25 09:56:09.899	Place Reversal Test (Phase 4)	1	1	-1	1	1	2.125246	1	1.725246	0	0	0.0	0.0
18	910200000002000	2026-01-25 10:03:59.158	2026-01-25 10:04:05.810	Place Reversal Test (Phase 4)	1	1	-1	1	1	6.651793	1	6.251793	0	0	0.0	0.0
19	910200000002000	2026-01-25 10:04:41.365	2026-01-25 10:04:43.793	Place Reversal Test (Phase 4)	1	2	-1	1	1	2.42829	1	2.02829	0	0	0.0	0.0
20	910200000002000	2026-01-25 10:06:36.691	2026-01-25 10:06:42.980	Place Reversal Test (Phase 4)	1	3	1	0	1	6.289391	1	5.889391	0	9	0.162	1.794164
21	910200000002000	2026-01-25 10:11:11.749	2026-01-25 10:11:14.350	Place Reversal Test (Phase 4)	1	1	-1	1	1	2.601193	1	2.201193	0	0	0.0	0.0
22	910200000002000	2026-01-25 10:14:35.019	2026-01-25 10:14:39.623	Place Reversal Test (Phase 4)	1	1	-1	1	1	4.60425	1	4.20425	0	0	0.0	0.0
23	910200000002000	2026-01-25 10:17:28.533	2026-01-25 10:17:35.596	Place Reversal Test (Phase 4)	1	4	-1	1	1	7.062416	1	6.662416	0	0	0.0	0.0
24	910200000002000	2026-01-25 10:22:26.889	2026-01-25 10:22:29.801	Place Reversal Test (Phase 4)	1	3	1	0	1	2.912092	1	2.512092	0	0	0.0	0.0
25	910200000002000	2026-01-25 10:24:10.721	2026-01-25 10:24:19.719	Place Reversal Test (Phase 4)	1	4	-1	1	1	8.998719	1	8.598719	0	0	0.0	0.0
26	910200000002000	2026-01-25 10:31:51.162	2026-01-25 10:31:55.272	Place Reversal Test (Phase 4)	1	1	-1	1	1	4.110032	1	3.710032	0	0	0.0	0.0
27	910200000002000	2026-01-25 10:32:15.740	2026-01-25 10:32:21.602	Place Reversal Test (Phase 4)	1	1	-1	1	1	5.8616	1	5.4616	0	0	0.0	0.0
28	910200000002000	2026-01-25 10:33:33.917	2026-01-25 10:33:35.617	Place Reversal Test (Phase 4)	1	4	-1	1	1	1.699866	1	1.299866	0	0	0.0	0.0
29	910200000002000	2026-01-25 10:52:45.229	2026-01-25 10:52:50.255	Place Reversal Test (Phase 4)	1	2	-1	1	1	5.026328	1	4.626328	0	0	0.0	0.0
30	910200000002000	2026-01-25 11:01:52.456	2026-01-25 11:01:53.156	Place Reversal Test (Phase 4)	1	1	-1	1	1	0.7	1	0.3	0	0	0.0	0.0
31	910200000002000	2026-01-25 11:04:38.549	2026-01-25 11:04:41.312	Place Reversal Test (Phase 4)	1	1	-1	1	1	2.763066	1	2.363066	0	0	0.0	0.0
32	910200000002000	2026-01-25 11:07:49.231	2026-01-25 11:07:54.199	Place Reversal Test (Phase 4)	1	1	-1	1	1	4.96801	1	4.56801	0	0	0.0	0.0
33	910200000002000	2026-01-25 11:14:01.902	2026-01-25 11:14:04.201	Place Reversal Test (Phase 4)	1	1	-1	1	1	2.29869	1	1.89869	0	0	0.0	0.0
34	910200000002000	2026-01-25 11:22:01.159	2026-01-25 11:22:03.972	Place Reversal Test (Phase 4)	1	1	-1	1	1	2.813312	1	2.413312	0	0	0.0	0.0
35	910200000002000	2026-01-25 11:25:30.838	2026-01-25 11:25:32.730	Place Reversal Test (Phase 4)	1	1	-1	1	1	1.892516	1	1.492516	0	0	0.0	0.0
36	910200000002000	2026-01-25 11:30:19.762	2026-01-25 11:30:26.103	Place Reversal Test (Phase 4)	1	1	-1	1	1	6.341038	1	5.941038	0	0	0.0	0.0
37	910200000002000	2026-01-25 11:34:29.557	2026-01-25 11:34:31.508	Place Reversal Test (Phase 4)	1	3	1	0	1	1.951049	1	1.551049	0	9	0.162	1.774694
38	910200000002000	2026-01-25 11:36:08.957	2026-01-25 11:36:15.849	Place Reversal Test (Phase 4)	1	1	-1	1	1	6.89188	1	6.49188	0	0	0.0	0.0
39	910200000002000	2026-01-25 11:37:29.588	2026-01-25 11:37:33.114	Place Reversal Test (Phase 4)	1	1	-1	1	1	3.525639	1	3.125639	0	0	0.0	0.0
40	910200000002000	2026-01-25 11:37:55.783	2026-01-25 11:38:00.749	Place Reversal Test (Phase 4)	1	1	-1	1	1	4.965579	1	4.565579	0	0	0.0	0.0
41	910200000002000	2026-01-25 11:43:04.472	2026-01-25 11:43:05.172	Place Reversal Test (Phase 4)	1	4	-1	1	1	0.7	1	0.3	0	0	0.0	0.0
42	910200000002000	2026-01-25 11:43:27.393	2026-01-25 11:43:36.754	Place Reversal Test (Phase 4)	1	1	-1	1	1	9.361516	1	8.961516	0	0	0.0	0.0
43	910200000002000	2026-01-25 11:44:52.919	2026-01-25 11:45:00.286	Place Reversal Test (Phase 4)	1	3	1	0	1	7.367418	1	6.967418	0	0	0.0	0.0
44	910200000002000	2026-01-25 11:46:37.091	2026-01-25 11:46:44.808	Place Reversal Test (Phase 4)	1	1	-1	1	1	7.716234	1	7.316234	0	0	0.0	0.0
45	910200000002000	2026-01-25 11:52:48.887	2026-01-25 11:52:52.752	Place Reversal Test (Phase 4)	1	3	1	0	1	3.865596	1	3.465596	0	0	0.0	0.0
46	910200000002000	2026-01-25 12:19:20.775	2026-01-25 12:19:25.441	Place Reversal Test (Phase 4)	1	1	-1	1	1	4.666399	1	4.266399	0	2	0.036	0.384836
47	910200000002000	2026-01-25 12:21:35.862	2026-01-25 12:21:40.599	Place Reversal Test (Phase 4)	1	1	-1	1	1	4.737276	1	4.337276	0	0	0.0	0.0
48	910200000002000	2026-01-25 12:29:11.495	2026-01-25 12:29:15.275	Place Reversal Test (Phase 4)	1	1	-1	1	1	3.779486	1	3.379486	0	0	0.0	0.0
49	910200000002000	2026-01-25 12:43:51.979	2026-01-25 12:43:54.156	Place Reversal Test (Phase 4)	1	1	-1	1	1	2.177316	1	1.777316	0	0	0.0	0.0
50	910200000002000	2026-01-25 13:12:27.352	2026-01-25 13:12:32.409	Place Reversal Test (Phase 4)	1	4	-1	1	1	5.056467	1	4.656467	0	0	0.0	0.0
51	910200000002000	2026-01-25 13:23:30.008	2026-01-25 13:23:34.114	Place Reversal Test (Phase 4)	1	3	1	0	1	4.105929	1	3.705929	0	9	0.162	1.321694
52	910200000002000	2026-01-25 13:25:10.446	2026-01-25 13:25:11.146	Place Reversal Test (Phase 4)	1	1	-1	1	1	0.7	1	0.3	0	0	0.0	0.0
53	910200000002000	2026-01-25 13:28:00.162	2026-01-25 13:28:01.249	Place Reversal Test (Phase 4)	1	1	-1	1	1	1.086751	1	0.686751	0	0	0.0	0.0
54	910200000002000	2026-01-25 13:36:08.051	2026-01-25 13:36:12.225	Place Reversal Test (Phase 4)	1	1	-1	1	1	4.174261	1	3.774261	0	0	0.0	0.0
55	910200000002000	2026-01-25 13:39:07.998	2026-01-25 13:39:12.856	Place Reversal Test (Phase 4)	1	2	-1	1	1	4.858485	1	4.458485	0	0	0.0	0.0
56	910200000002000	2026-01-25 13:46:38.953	2026-01-25 13:46:43.070	Place Reversal Test (Phase 4)	1	1	-1	1	1	4.117754	1	3.717754	0	0	0.0	0.0
57	910200000002000	2026-01-25 13:50:20.059	2026-01-25 13:50:27.225	Place Reversal Test (Phase 4)	1	1	-1	1	1	7.165148	1	6.765148	0	0	0.0	0.0
58	910200000002000	2026-01-25 13:50:23.040	2026-01-25 13:50:27.838	Place Reversal Test (Phase 4)	1	1	-1	1	1	4.79832	1	4.39832	0	0	0.0	0.0
59	910200000002000	2026-01-25 14:04:48.626	2026-01-25 14:04:58.852	Place Reversal Test (Phase 4)	1	3	1	0	1	10.225267	1	9.825267	0	0	0.0	0.0
60	910200000002000	2026-01-25 14:10:32.684	2026-01-25 14:10:53.751	Place Reversal Test (Phase 4)	1	4	-1	1	1	21.066421	1	20.666421	0	0	0.0	0.0
61	910200000002000	2026-01-25 14:13:55.556	2026-01-25 14:13:56.256	Place Reversal Test (Phase 4)	1	3	1	0	1	0.7	1	0.3	0	12	0.216	2.482489
62	910200000002000	2026-01-25 14:24:23.200	2026-01-25 14:24:29.195	Place Reversal Test (Phase 4)	1	1	-1	1	1	5.995008	1	5.595008	0	0	0.0	0.0
63	910200000002000	2026-01-25 14:25:07.671	2026-01-25 14:25:13.854	Place Reversal Test (Phase 4)	1	1	-1	1	1	6.18391	1	5.78391	0	0	0.0	0.0
64	910200000002000	2026-01-25 14:27:28.616	2026-01-25 14:27:39.007	Place Reversal Test (Phase 4)	1	2	-1	1	1	10.391097	1	9.991097	0	0	0.0	0.0
65	910200000002000	2026-01-25 14:28:16.495	2026-01-25 14:28:19.148	Place Reversal Test (Phase 4)	1	3	1	0	1	2.653533	1	2.253533	0	8	0.144	1.386448
66	910200000002000	2026-01-25 14:28:20.792	2026-01-25 14:28:22.965	Place Reversal Test (Phase 4)	1	1	-1	1	1	2.173925	1	1.773925	0	0	0.0	0.0
