VisitID	Start	End	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickContactTime	LickDuration	AirState	DoorState	LED1State	LED2State	LED3State	LickStartTime
2	2026-01-10 11:51:01.889	2026-01-10 11:51:03.222	3	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
3	2026-01-10 12:05:49.961	2026-01-10 12:05:51.816	1	1	0	0	0	13	0.234	2.129352	0	0	0	0	0	2026-01-10 12:05:49.961
4	2026-01-10 13:32:13.740	2026-01-10 13:32:16.172	1	1	0	0	0	14	0.252	2.297702	0	0	0	0	0	2026-01-10 13:32:13.740
5	2026-01-10 14:00:37.976	2026-01-10 14:00:38.492	1	1	0	0	0	9	0.162	1.608021	0	0	0	0	0	2026-01-10 14:00:37.976
8	2026-01-10 17:10:58.517	2026-01-10 17:10:59.540	1	1	0	0	0	15	0.27	2.927802	0	0	0	0	0	2026-01-10 17:10:58.517
9	2026-01-10 18:17:36.796	2026-01-10 18:17:37.143	1	1	0	0	0	14	0.252	2.201806	0	0	0	0	0	2026-01-10 18:17:36.796
10	2026-01-10 19:41:37.477	2026-01-10 19:41:41.327	1	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
11	2026-01-10 20:22:57.228	2026-01-10 20:22:57.428	1	1	0	0	0	17	0.306	3.330457	0	0	0	0	0	2026-01-10 20:22:57.228
14	2026-01-11 06:33:56.500	2026-01-11 06:33:57.459	1	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
15	2026-01-11 06:47:55.007	2026-01-11 06:47:58.636	1	1	0	0	0	17	0.306	3.04403	0	0	0	0	0	2026-01-11 06:47:55.007
16	2026-01-11 07:04:52.205	2026-01-11 07:04:53.554	1	1	0	0	0	12	0.216	2.425763	0	0	0	0	0	2026-01-11 07:04:52.205
17	2026-01-11 08:03:24.594	2026-01-11 08:03:25.744	1	1	0	0	0	18	0.324	3.347345	0	0	0	0	0	2026-01-11 08:03:24.594
21	2026-01-11 10:21:10.840	2026-01-11 10:21:11.607	1	1	0	0	0	13	0.234	2.787506	0	0	0	0	0	2026-01-11 10:21:10.840
23	2026-01-11 11:00:23.133	2026-01-11 11:00:24.957	1	1	0	0	0	20	0.36	3.820398	0	0	0	0	0	2026-01-11 11:00:23.133
